species;length;weight
Polynemus paradiseus;14.92;4.02
Polynemus paradiseus;12.21;3.87
Polynemus paradiseus;12.42;4.15
Polynemus paradiseus;12.34;3.98
Polynemus paradiseus;10.09;4.16
Polynemus paradiseus;11.42;3.73
Polynemus paradiseus;13.25;4.01
Polynemus paradiseus;15.13;4.17
Polynemus paradiseus;13.45;3.81
Polynemus paradiseus;16.72;4.00
Polynemus paradiseus;13.59;3.96
Polynemus paradiseus;13.89;3.97
Polynemus paradiseus;12.00;3.99
Polynemus paradiseus;10.39;4.04
Polynemus paradiseus;10.28;3.96
Polynemus paradiseus;12.42;3.93
Polynemus paradiseus;11.53;4.12
Polynemus paradiseus;11.26;3.76
Polynemus paradiseus;12.94;3.88
Polynemus paradiseus;11.92;4.08
Polynemus paradiseus;14.24;3.87
Polynemus paradiseus;13.62;4.03
Polynemus paradiseus;12.06;3.84
Polynemus paradiseus;12.08;3.96
Polynemus paradiseus;16.22;3.97
Polynemus paradiseus;10.90;4.20
Polynemus paradiseus;15.74;4.13
Polynemus paradiseus;15.71;3.73
Polynemus paradiseus;12.79;3.75
Polynemus paradiseus;11.01;4.06
Polynemus paradiseus;11.66;3.79
Polynemus paradiseus;10.42;3.95
Polynemus paradiseus;12.04;4.06
Polynemus paradiseus;15.16;3.86
Polynemus paradiseus;12.35;3.83
Polynemus paradiseus;12.52;3.99
Polynemus paradiseus;13.46;3.86
Polynemus paradiseus;10.55;3.90
Polynemus paradiseus;11.44;4.02
Polynemus paradiseus;13.77;3.88
Polynemus paradiseus;9.41;3.81
Polynemus paradiseus;14.35;4.10
Polynemus paradiseus;14.20;3.86
Polynemus paradiseus;12.98;4.17
Polynemus paradiseus;13.12;3.90
Polynemus paradiseus;13.78;3.78
Polynemus paradiseus;11.77;3.96
Polynemus paradiseus;16.48;4.15
Polynemus paradiseus;14.78;3.86
Polynemus paradiseus;12.66;4.12
Polynemus paradiseus;15.43;3.99
Polynemus paradiseus;13.44;4.04
Polynemus paradiseus;14.43;4.02
Polynemus paradiseus;13.19;4.05
Polynemus paradiseus;11.60;3.89
Polynemus paradiseus;15.16;4.09
Polynemus paradiseus;11.90;3.77
Polynemus paradiseus;15.13;4.25
Polynemus paradiseus;10.19;3.91
Polynemus paradiseus;10.16;4.20
Polynemus paradiseus;12.10;3.74
Polynemus paradiseus;11.22;3.87
Polynemus paradiseus;14.72;3.85
Polynemus paradiseus;16.17;3.97
Polynemus paradiseus;14.93;3.91
Polynemus paradiseus;10.73;4.14
Polynemus paradiseus;13.05;3.98
Polynemus paradiseus;10.88;3.81
Polynemus paradiseus;12.12;3.77
Polynemus paradiseus;13.26;4.04
Polynemus paradiseus;13.58;4.22
Polynemus paradiseus;13.01;3.98
Polynemus paradiseus;12.13;3.92
Polynemus paradiseus;12.50;3.91
Polynemus paradiseus;12.13;4.03
Polynemus paradiseus;11.40;3.94
Polynemus paradiseus;14.11;4.11
Polynemus paradiseus;12.02;4.04
Polynemus paradiseus;12.35;3.84
Polynemus paradiseus;11.70;3.79
Polynemus paradiseus;11.25;4.23
Polynemus paradiseus;10.88;4.10
Polynemus paradiseus;11.80;3.90
Polynemus paradiseus;11.65;4.19
Polynemus paradiseus;12.67;3.97
Polynemus paradiseus;14.02;3.95
Polynemus paradiseus;14.75;4.22
Polynemus paradiseus;13.89;4.12
Polynemus paradiseus;15.15;3.99
Polynemus paradiseus;12.43;3.90
Polynemus paradiseus;12.14;3.99
Polynemus paradiseus;13.24;4.15
Polynemus paradiseus;14.42;3.99
Polynemus paradiseus;11.87;4.13
Polynemus paradiseus;13.65;3.90
Polynemus paradiseus;11.70;4.19
Polynemus paradiseus;10.32;3.96
Polynemus paradiseus;11.51;4.13
Polynemus paradiseus;13.04;4.10
Polynemus paradiseus;10.50;3.85
Polynemus paradiseus;13.48;4.20
Polynemus paradiseus;15.08;3.98
Polynemus paradiseus;10.35;4.18
Polynemus paradiseus;13.57;4.20
Polynemus paradiseus;13.14;3.88
Polynemus paradiseus;15.15;4.07
Polynemus paradiseus;12.45;3.90
Polynemus paradiseus;12.63;4.10
Polynemus paradiseus;14.62;4.00
Polynemus paradiseus;14.78;4.00
Polynemus paradiseus;11.34;4.05
Polynemus paradiseus;13.45;3.97
Polynemus paradiseus;11.75;3.75
Polynemus paradiseus;12.01;3.98
Polynemus paradiseus;10.43;4.02
Polynemus paradiseus;15.51;3.84
Polynemus paradiseus;14.75;3.90
Polynemus paradiseus;13.48;3.89
Polynemus paradiseus;10.14;4.02
Polynemus paradiseus;12.42;4.16
Polynemus paradiseus;11.21;4.25
Polynemus paradiseus;13.23;4.06
Polynemus paradiseus;14.42;4.03
Polynemus paradiseus;14.35;4.02
Polynemus paradiseus;11.11;4.14
Polynemus paradiseus;12.42;3.94
Polynemus paradiseus;14.03;4.05
Polynemus paradiseus;12.48;4.04
Polynemus paradiseus;11.19;4.25
Polynemus paradiseus;14.77;4.19
Polynemus paradiseus;14.75;4.28
Polynemus paradiseus;11.32;3.81
Polynemus paradiseus;11.07;4.21
Polynemus paradiseus;11.98;3.87
Polynemus paradiseus;14.93;3.92
Polynemus paradiseus;12.06;4.06
Polynemus paradiseus;14.06;3.88
Polynemus paradiseus;11.60;4.20
Polynemus paradiseus;14.32;4.04
Polynemus paradiseus;10.25;4.17
Polynemus paradiseus;13.96;3.89
Polynemus paradiseus;9.49;4.03
Polynemus paradiseus;10.64;4.08
Polynemus paradiseus;13.19;3.88
Polynemus paradiseus;10.68;3.98
Polynemus paradiseus;10.50;3.95
Polynemus paradiseus;13.58;4.02
Polynemus paradiseus;12.11;4.06
Polynemus paradiseus;12.46;3.87
Polynemus paradiseus;12.58;3.91
Polynemus paradiseus;13.71;4.03
Polynemus paradiseus;16.61;4.00
Polynemus paradiseus;11.26;3.81
Polynemus paradiseus;12.85;4.00
Polynemus paradiseus;13.96;3.94
Polynemus paradiseus;15.01;3.98
Polynemus paradiseus;9.59;4.19
Polynemus paradiseus;12.58;4.07
Polynemus paradiseus;11.78;3.97
Polynemus paradiseus;13.27;3.69
Polynemus paradiseus;13.19;3.94
Polynemus paradiseus;14.26;4.11
Polynemus paradiseus;16.03;4.09
Polynemus paradiseus;11.92;4.34
Polynemus paradiseus;16.22;4.06
Polynemus paradiseus;13.01;4.15
Polynemus paradiseus;15.48;4.12
Polynemus paradiseus;14.56;3.98
Polynemus paradiseus;12.51;3.90
Polynemus paradiseus;11.03;3.92
Polynemus paradiseus;14.94;3.84
Polynemus paradiseus;9.59;4.14
Polynemus paradiseus;14.45;3.97
Polynemus paradiseus;11.30;3.95
Polynemus paradiseus;15.55;4.03
Polynemus paradiseus;14.18;3.81
Polynemus paradiseus;11.68;4.07
Polynemus paradiseus;11.58;3.89
Polynemus paradiseus;13.42;4.08
Polynemus paradiseus;14.97;4.03
Polynemus paradiseus;15.07;3.92
Polynemus paradiseus;14.00;4.12
Polynemus paradiseus;12.35;3.88
Polynemus paradiseus;11.67;3.87
Polynemus paradiseus;13.26;4.07
Polynemus paradiseus;13.28;4.00
Polynemus paradiseus;12.83;4.19
Polynemus paradiseus;12.11;4.00
Polynemus paradiseus;13.54;3.84
Polynemus paradiseus;14.68;4.00
Polynemus paradiseus;14.14;4.04
Polynemus paradiseus;10.20;3.75
Polynemus paradiseus;15.64;3.98
Polynemus paradiseus;11.07;3.93
Polynemus paradiseus;13.14;4.22
Polynemus paradiseus;12.79;4.00
Polynemus paradiseus;11.37;4.07
Polynemus paradiseus;10.21;4.00
Polynemus paradiseus;15.54;4.08
Polynemus paradiseus;14.21;3.82
Polynemus paradiseus;11.85;3.94
Polynemus paradiseus;15.03;4.12
Polynemus paradiseus;15.72;3.94
Polynemus paradiseus;15.84;3.92
Polynemus paradiseus;11.72;3.97
Polynemus paradiseus;15.49;3.95
Polynemus paradiseus;11.68;3.96
Polynemus paradiseus;12.96;4.03
Polynemus paradiseus;14.27;4.03
Polynemus paradiseus;12.89;3.90
Polynemus paradiseus;12.90;4.11
Polynemus paradiseus;12.36;3.84
Polynemus paradiseus;12.44;3.91
Polynemus paradiseus;15.32;4.03
Polynemus paradiseus;13.94;4.04
Polynemus paradiseus;13.21;3.97
Polynemus paradiseus;13.39;4.11
Polynemus paradiseus;11.97;4.08
Polynemus paradiseus;14.54;3.96
Polynemus paradiseus;13.37;4.04
Polynemus paradiseus;14.99;4.09
Polynemus paradiseus;12.95;4.04
Polynemus paradiseus;12.90;3.94
Polynemus paradiseus;14.66;4.00
Polynemus paradiseus;13.19;3.94
Polynemus paradiseus;14.09;3.84
Polynemus paradiseus;13.31;3.88
Polynemus paradiseus;13.74;3.86
Polynemus paradiseus;15.90;4.13
Polynemus paradiseus;9.62;3.84
Polynemus paradiseus;12.78;4.21
Polynemus paradiseus;13.78;4.08
Polynemus paradiseus;14.46;3.83
Polynemus paradiseus;9.38;4.05
Polynemus paradiseus;15.74;3.81
Polynemus paradiseus;11.94;3.87
Polynemus paradiseus;12.40;4.09
Polynemus paradiseus;13.36;3.76
Polynemus paradiseus;10.67;4.02
Polynemus paradiseus;11.27;3.99
Polynemus paradiseus;11.64;4.01
Polynemus paradiseus;12.58;3.88
Polynemus paradiseus;13.64;3.87
Polynemus paradiseus;15.42;3.95
Polynemus paradiseus;15.79;4.10
Polynemus paradiseus;11.55;3.96
Polynemus paradiseus;14.15;3.94
Polynemus paradiseus;12.20;3.89
Polynemus paradiseus;11.09;4.11
Polynemus paradiseus;14.29;3.93
Polynemus paradiseus;11.18;4.01
Polynemus paradiseus;13.07;3.77
Polynemus paradiseus;13.13;4.09
Polynemus paradiseus;14.62;4.01
Polynemus paradiseus;11.12;3.99
Polynemus paradiseus;13.69;4.29
Polynemus paradiseus;10.99;3.94
Polynemus paradiseus;13.18;3.75
Polynemus paradiseus;12.49;4.07
Polynemus paradiseus;10.91;3.90
Polynemus paradiseus;15.37;3.85
Polynemus paradiseus;11.63;3.92
Polynemus paradiseus;13.22;3.89
Polynemus paradiseus;14.44;4.17
Polynemus paradiseus;15.37;4.08
Polynemus paradiseus;16.52;3.96
Polynemus paradiseus;11.52;3.77
Polynemus paradiseus;13.10;3.98
Polynemus paradiseus;11.81;3.91
Polynemus paradiseus;13.21;4.11
Polynemus paradiseus;14.85;4.19
Polynemus paradiseus;16.57;3.99
Polynemus paradiseus;12.35;4.02
Polynemus paradiseus;14.13;4.01
Polynemus paradiseus;11.52;4.04
Polynemus paradiseus;15.37;4.16
Polynemus paradiseus;12.91;3.94
Polynemus paradiseus;13.41;3.86
Polynemus paradiseus;11.05;3.92
Polynemus paradiseus;14.48;4.06
Polynemus paradiseus;11.41;4.02
Polynemus paradiseus;10.72;3.97
Polynemus paradiseus;12.21;4.10
Polynemus paradiseus;13.09;4.01
Polynemus paradiseus;12.78;3.98
Polynemus paradiseus;12.53;4.00
Polynemus paradiseus;15.44;4.10
Polynemus paradiseus;12.03;4.16
Polynemus paradiseus;12.50;3.91
Polynemus paradiseus;12.74;4.22
Polynemus paradiseus;13.30;3.93
Polynemus paradiseus;13.12;4.06
Polynemus paradiseus;14.69;4.13
Polynemus paradiseus;12.63;3.77
Polynemus paradiseus;13.21;4.05
Polynemus paradiseus;10.19;4.03
Polynemus paradiseus;12.11;4.02
Polynemus paradiseus;12.44;3.85
Polynemus paradiseus;14.33;4.06
Polynemus paradiseus;12.29;3.87
Polynemus paradiseus;11.28;4.12
Polynemus paradiseus;10.32;4.12
Polynemus paradiseus;12.93;4.03
Polynemus paradiseus;9.41;3.93
Polynemus paradiseus;10.99;3.88
Polynemus paradiseus;11.28;3.74
Polynemus paradiseus;11.57;4.01
Polynemus paradiseus;10.09;3.92
Polynemus paradiseus;15.61;4.01
Polynemus paradiseus;11.28;4.12
Polynemus paradiseus;11.38;3.90
Polynemus paradiseus;11.28;3.97
Polynemus paradiseus;11.11;3.85
Polynemus paradiseus;10.37;4.00
Polynemus paradiseus;9.72;4.06
Polynemus paradiseus;13.79;3.94
Polynemus paradiseus;10.21;3.91
Polynemus paradiseus;15.14;3.95
Polynemus paradiseus;12.39;4.11
Polynemus paradiseus;11.23;3.89
Polynemus paradiseus;12.95;4.02
Polynemus paradiseus;12.15;3.88
Polynemus paradiseus;13.63;3.70
Polynemus paradiseus;16.22;4.09
Polynemus paradiseus;13.59;4.14
Polynemus paradiseus;14.24;4.11
Polynemus paradiseus;13.19;3.88
Polynemus paradiseus;13.87;3.93
Polynemus paradiseus;11.14;3.90
Polynemus paradiseus;10.98;4.09
Polynemus paradiseus;16.44;3.95
Polynemus paradiseus;13.82;3.93
Polynemus paradiseus;11.33;4.09
Polynemus paradiseus;12.93;4.02
Polynemus paradiseus;11.89;3.94
Polynemus paradiseus;14.22;4.07
Polynemus paradiseus;11.96;3.96
Polynemus paradiseus;13.81;3.96
Polynemus paradiseus;14.84;3.98
Polynemus paradiseus;12.89;3.89
Polynemus paradiseus;12.43;3.93
Polynemus paradiseus;14.60;4.29
Polynemus paradiseus;12.16;3.80
Polynemus paradiseus;13.23;3.88
Polynemus paradiseus;11.81;3.90
Polynemus paradiseus;12.67;4.04
Polynemus paradiseus;13.44;4.02
Polynemus paradiseus;11.61;4.02
Polynemus paradiseus;12.96;4.08
Polynemus paradiseus;9.75;4.04
Polynemus paradiseus;11.49;3.96
Polynemus paradiseus;15.06;3.95
Puntius lateristriga;9.85;2.63
Puntius lateristriga;14.51;2.62
Puntius lateristriga;12.75;2.65
Puntius lateristriga;14.09;2.61
Puntius lateristriga;14.70;2.73
Puntius lateristriga;14.28;2.68
Puntius lateristriga;14.01;2.59
Puntius lateristriga;11.45;2.66
Puntius lateristriga;14.32;2.69
Puntius lateristriga;12.71;2.60
Puntius lateristriga;13.32;2.60
Puntius lateristriga;12.53;2.69
Puntius lateristriga;14.06;2.59
Puntius lateristriga;12.70;2.65
Puntius lateristriga;10.75;2.65
Puntius lateristriga;14.02;2.64
Puntius lateristriga;13.17;2.62
Puntius lateristriga;13.92;2.63
Puntius lateristriga;14.14;2.58
Puntius lateristriga;14.38;2.70
Puntius lateristriga;11.55;2.63
Puntius lateristriga;11.64;2.49
Puntius lateristriga;13.25;2.66
Puntius lateristriga;11.30;2.67
Puntius lateristriga;13.34;2.62
Puntius lateristriga;12.39;2.56
Puntius lateristriga;14.03;2.68
Puntius lateristriga;12.48;2.70
Puntius lateristriga;11.22;2.62
Puntius lateristriga;13.67;2.61
Puntius lateristriga;13.41;2.64
Puntius lateristriga;11.87;2.57
Puntius lateristriga;13.83;2.63
Puntius lateristriga;14.25;2.63
Puntius lateristriga;13.23;2.75
Puntius lateristriga;14.43;2.61
Puntius lateristriga;12.68;2.55
Puntius lateristriga;14.60;2.75
Puntius lateristriga;12.76;2.59
Puntius lateristriga;13.90;2.64
Puntius lateristriga;10.73;2.59
Puntius lateristriga;15.24;2.73
Puntius lateristriga;11.18;2.69
Puntius lateristriga;11.95;2.61
Puntius lateristriga;13.25;2.67
Puntius lateristriga;14.22;2.59
Puntius lateristriga;10.06;2.54
Puntius lateristriga;11.78;2.54
Puntius lateristriga;12.63;2.67
Puntius lateristriga;15.22;2.60
Puntius lateristriga;11.46;2.63
Puntius lateristriga;12.67;2.71
Puntius lateristriga;14.57;2.64
Puntius lateristriga;11.29;2.55
Puntius lateristriga;11.04;2.62
Puntius lateristriga;14.38;2.61
Puntius lateristriga;12.98;2.58
Puntius lateristriga;13.12;2.63
Puntius lateristriga;12.63;2.63
Puntius lateristriga;12.89;2.64
Puntius lateristriga;12.83;2.61
Puntius lateristriga;12.62;2.66
Puntius lateristriga;14.27;2.68
Puntius lateristriga;13.46;2.69
Puntius lateristriga;13.78;2.67
Puntius lateristriga;13.98;2.67
Puntius lateristriga;14.48;2.66
Puntius lateristriga;9.69;2.60
Puntius lateristriga;13.63;2.67
Puntius lateristriga;14.45;2.62
Puntius lateristriga;11.46;2.59
Puntius lateristriga;12.31;2.55
Puntius lateristriga;14.58;2.63
Puntius lateristriga;12.40;2.64
Puntius lateristriga;13.69;2.61
Puntius lateristriga;11.06;2.58
Puntius lateristriga;11.90;2.61
Puntius lateristriga;14.03;2.62
Puntius lateristriga;11.32;2.58
Puntius lateristriga;13.93;2.67
Puntius lateristriga;12.02;2.62
Puntius lateristriga;12.41;2.59
Puntius lateristriga;12.74;2.61
Puntius lateristriga;13.79;2.66
Puntius lateristriga;13.27;2.58
Puntius lateristriga;14.13;2.61
Puntius lateristriga;11.80;2.58
Puntius lateristriga;12.06;2.54
Puntius lateristriga;11.27;2.60
Puntius lateristriga;13.84;2.69
Puntius lateristriga;13.22;2.62
Puntius lateristriga;12.72;2.54
Puntius lateristriga;12.77;2.63
Puntius lateristriga;14.01;2.66
Puntius lateristriga;13.34;2.68
Puntius lateristriga;12.78;2.62
Puntius lateristriga;14.20;2.64
Puntius lateristriga;14.28;2.72
Puntius lateristriga;15.33;2.68
Puntius lateristriga;14.13;2.62
Puntius lateristriga;13.44;2.61
Puntius lateristriga;14.06;2.68
Puntius lateristriga;14.12;2.62
Puntius lateristriga;13.94;2.52
Puntius lateristriga;14.44;2.61
Puntius lateristriga;11.16;2.61
Puntius lateristriga;14.85;2.76
Puntius lateristriga;13.40;2.71
Puntius lateristriga;11.91;2.75
Puntius lateristriga;12.31;2.63
Puntius lateristriga;11.44;2.63
Puntius lateristriga;9.75;2.57
Puntius lateristriga;15.26;2.74
Puntius lateristriga;12.80;2.59
Puntius lateristriga;11.29;2.58
Puntius lateristriga;12.85;2.61
Puntius lateristriga;11.91;2.61
Puntius lateristriga;13.55;2.61
Puntius lateristriga;13.59;2.57
Puntius lateristriga;10.44;2.56
Puntius lateristriga;11.02;2.54
Puntius lateristriga;13.20;2.66
Puntius lateristriga;13.58;2.64
Puntius lateristriga;14.61;2.59
Puntius lateristriga;13.46;2.67
Puntius lateristriga;13.92;2.64
Puntius lateristriga;12.48;2.62
Puntius lateristriga;14.11;2.64
Puntius lateristriga;12.34;2.65
Puntius lateristriga;11.21;2.63
Puntius lateristriga;12.10;2.57
Puntius lateristriga;12.40;2.69
Puntius lateristriga;12.35;2.59
Puntius lateristriga;12.16;2.56
Puntius lateristriga;11.76;2.61
Puntius lateristriga;13.91;2.72
Puntius lateristriga;13.06;2.67
Puntius lateristriga;14.81;2.67
Puntius lateristriga;13.94;2.62
Puntius lateristriga;13.32;2.57
Puntius lateristriga;10.33;2.55
Puntius lateristriga;13.96;2.67
Puntius lateristriga;12.49;2.66
Puntius lateristriga;13.37;2.66
Puntius lateristriga;12.37;2.65
Puntius lateristriga;10.46;2.59
Puntius lateristriga;11.52;2.65
Puntius lateristriga;11.99;2.67
Puntius lateristriga;14.06;2.62
Puntius lateristriga;11.47;2.59
Puntius lateristriga;14.20;2.71
Puntius lateristriga;12.98;2.62
Puntius lateristriga;13.36;2.63
Puntius lateristriga;14.34;2.68
Puntius lateristriga;11.77;2.66
Puntius lateristriga;13.29;2.61
Puntius lateristriga;14.76;2.67
Puntius lateristriga;10.86;2.63
Puntius lateristriga;13.54;2.60
Puntius lateristriga;11.68;2.62
Puntius lateristriga;14.54;2.65
Puntius lateristriga;13.59;2.59
Puntius lateristriga;10.48;2.60
Puntius lateristriga;14.20;2.68
Puntius lateristriga;11.26;2.58
Puntius lateristriga;12.03;2.60
Puntius lateristriga;12.93;2.64
Puntius lateristriga;10.53;2.58
Puntius lateristriga;14.25;2.68
Puntius lateristriga;12.37;2.64
Puntius lateristriga;12.09;2.61
Puntius lateristriga;13.17;2.61
Puntius lateristriga;13.77;2.67
Puntius lateristriga;12.15;2.57
Puntius lateristriga;13.35;2.62
Puntius lateristriga;14.96;2.65
Puntius lateristriga;11.92;2.64
Puntius lateristriga;12.92;2.59
Puntius lateristriga;10.60;2.55
Puntius lateristriga;13.48;2.69
Puntius lateristriga;14.41;2.61
Puntius lateristriga;14.70;2.61
Puntius lateristriga;10.92;2.60
Puntius lateristriga;12.87;2.67
Puntius lateristriga;9.77;2.60
Puntius lateristriga;13.33;2.66
Puntius lateristriga;12.93;2.64
Puntius lateristriga;12.90;2.63
Puntius lateristriga;12.45;2.64
Puntius lateristriga;13.54;2.69
Puntius lateristriga;14.39;2.70
Puntius lateristriga;14.22;2.65
Puntius lateristriga;14.92;2.70
Puntius lateristriga;11.03;2.58
Puntius lateristriga;13.89;2.71
Puntius lateristriga;12.00;2.58
Puntius lateristriga;14.68;2.72
Puntius lateristriga;13.87;2.69
Puntius lateristriga;13.98;2.64
Puntius lateristriga;10.83;2.54
Puntius lateristriga;13.76;2.61
Puntius lateristriga;12.86;2.68
Puntius lateristriga;12.81;2.58
Puntius lateristriga;13.34;2.60
Puntius lateristriga;13.24;2.61
Puntius lateristriga;13.21;2.60
Puntius lateristriga;14.82;2.62
Puntius lateristriga;13.23;2.69
Puntius lateristriga;12.19;2.62
Puntius lateristriga;12.53;2.61
Puntius lateristriga;13.77;2.60
Puntius lateristriga;12.67;2.65
Puntius lateristriga;10.21;2.58
Puntius lateristriga;11.82;2.62
Puntius lateristriga;14.48;2.57
Puntius lateristriga;12.48;2.61
Puntius lateristriga;14.15;2.69
Puntius lateristriga;14.40;2.71
Puntius lateristriga;12.75;2.62
Puntius lateristriga;11.30;2.59
Puntius lateristriga;10.66;2.66
Puntius lateristriga;13.45;2.68
Puntius lateristriga;13.49;2.67
Puntius lateristriga;14.96;2.65
Puntius lateristriga;12.69;2.60
Puntius lateristriga;14.62;2.64
Puntius lateristriga;14.50;2.70
Puntius lateristriga;12.35;2.69
Puntius lateristriga;15.24;2.61
Puntius lateristriga;11.81;2.63
Puntius lateristriga;10.77;2.59
Puntius lateristriga;11.40;2.63
Puntius lateristriga;14.54;2.68
Puntius lateristriga;13.28;2.64
Puntius lateristriga;13.54;2.68
Puntius lateristriga;13.77;2.64
Puntius lateristriga;12.55;2.67
Puntius lateristriga;15.03;2.74
Puntius lateristriga;12.98;2.60
Puntius lateristriga;13.07;2.59
Puntius lateristriga;12.73;2.64
Puntius lateristriga;13.76;2.69
Puntius lateristriga;12.78;2.62
Puntius lateristriga;14.11;2.65
Puntius lateristriga;14.76;2.64
Puntius lateristriga;13.37;2.69
Puntius lateristriga;11.81;2.66
Puntius lateristriga;13.22;2.64
Puntius lateristriga;11.85;2.60
Puntius lateristriga;11.56;2.54
Puntius lateristriga;12.76;2.63
Puntius lateristriga;10.86;2.64
Puntius lateristriga;13.07;2.60
Puntius lateristriga;12.53;2.64
Puntius lateristriga;14.03;2.64
Puntius lateristriga;12.40;2.66
Puntius lateristriga;13.07;2.65
Puntius lateristriga;13.98;2.70
Puntius lateristriga;12.76;2.60
Puntius lateristriga;12.68;2.61
Puntius lateristriga;12.91;2.67
Puntius lateristriga;14.68;2.66
Puntius lateristriga;15.01;2.61
Puntius lateristriga;14.59;2.70
Puntius lateristriga;10.82;2.63
Puntius lateristriga;12.85;2.61
Puntius lateristriga;10.98;2.59
Puntius lateristriga;10.96;2.56
Puntius lateristriga;12.59;2.64
Puntius lateristriga;11.11;2.60
Puntius lateristriga;11.98;2.62
Puntius lateristriga;12.96;2.57
Puntius lateristriga;11.36;2.56
Puntius lateristriga;11.64;2.58
Puntius lateristriga;15.41;2.67
Puntius lateristriga;13.56;2.56
Puntius lateristriga;14.28;2.64
Puntius lateristriga;12.09;2.66
Puntius lateristriga;13.50;2.61
Puntius lateristriga;11.91;2.65
Puntius lateristriga;14.20;2.59
Puntius lateristriga;13.31;2.56
Puntius lateristriga;14.72;2.62
Puntius lateristriga;14.06;2.65
Puntius lateristriga;12.48;2.70
Puntius lateristriga;11.41;2.66
Puntius lateristriga;13.47;2.67
Puntius lateristriga;14.24;2.67
Puntius lateristriga;12.02;2.63
Puntius lateristriga;12.75;2.59
Puntius lateristriga;15.19;2.69
Puntius lateristriga;14.44;2.68
Puntius lateristriga;13.64;2.61
Puntius lateristriga;12.09;2.72
Puntius lateristriga;13.30;2.66
Puntius lateristriga;11.71;2.60
Puntius lateristriga;13.10;2.66
Puntius lateristriga;14.08;2.66
Puntius lateristriga;13.44;2.71
Puntius lateristriga;12.84;2.64
Puntius lateristriga;12.08;2.55
Puntius lateristriga;13.75;2.61
Puntius lateristriga;14.80;2.68
Puntius lateristriga;12.35;2.61
Puntius lateristriga;14.86;2.63
Puntius lateristriga;15.01;2.66
Puntius lateristriga;12.58;2.67
Puntius lateristriga;13.65;2.62
Puntius lateristriga;12.08;2.63
Puntius lateristriga;12.84;2.63
Puntius lateristriga;13.51;2.61
Puntius lateristriga;13.41;2.55
Puntius lateristriga;14.20;2.61
Puntius lateristriga;11.23;2.65
Puntius lateristriga;12.04;2.59
Puntius lateristriga;13.45;2.63
Puntius lateristriga;12.67;2.66
Puntius lateristriga;14.37;2.67
Puntius lateristriga;11.36;2.54
Puntius lateristriga;14.47;2.63
Puntius lateristriga;11.24;2.59
Puntius lateristriga;14.30;2.66
Puntius lateristriga;13.31;2.63
Puntius lateristriga;14.51;2.62
Puntius lateristriga;13.75;2.66
Puntius lateristriga;14.25;2.66
Puntius lateristriga;14.76;2.60
Puntius lateristriga;11.54;2.60
Puntius lateristriga;12.48;2.66
Puntius lateristriga;12.00;2.68
Puntius lateristriga;13.78;2.67
Puntius lateristriga;14.03;2.68
Puntius lateristriga;11.73;2.64
Puntius lateristriga;13.48;2.62
Puntius lateristriga;13.66;2.66
Puntius lateristriga;14.30;2.64
Puntius lateristriga;12.04;2.62
Puntius lateristriga;14.19;2.66
Puntius lateristriga;14.38;2.70
Puntius lateristriga;15.16;2.70
Puntius lateristriga;12.67;2.65
Puntius lateristriga;14.47;2.72
Puntius lateristriga;10.74;2.59
Puntius lateristriga;11.44;2.61
Puntius lateristriga;13.28;2.67
Puntius lateristriga;13.07;2.64
Puntius lateristriga;13.64;2.55
Puntius lateristriga;12.90;2.69
Puntius lateristriga;14.20;2.64
Puntius lateristriga;13.95;2.61
Puntius lateristriga;12.88;2.60
Puntius lateristriga;15.22;2.69
Puntius lateristriga;12.46;2.62
Puntius lateristriga;15.22;2.65
Puntius lateristriga;13.61;2.68
Puntius lateristriga;12.16;2.63
Puntius lateristriga;11.57;2.61
Puntius lateristriga;11.94;2.71
Puntius lateristriga;12.99;2.53
Puntius lateristriga;14.86;2.71
Puntius lateristriga;11.47;2.61
Puntius lateristriga;14.89;2.67
Puntius lateristriga;15.20;2.70
Puntius lateristriga;11.07;2.60
Puntius lateristriga;14.23;2.65
Puntius lateristriga;14.10;2.61
Puntius lateristriga;15.15;2.62
Puntius lateristriga;12.52;2.62
Puntius lateristriga;11.68;2.60
Puntius lateristriga;14.51;2.63
Puntius lateristriga;11.97;2.62
Puntius lateristriga;13.72;2.67
Puntius lateristriga;13.15;2.60
Puntius lateristriga;12.76;2.63
Puntius lateristriga;14.45;2.69
Puntius lateristriga;14.15;2.63
Puntius lateristriga;13.92;2.66
Puntius lateristriga;14.65;2.65
Puntius lateristriga;11.88;2.64
Puntius lateristriga;14.04;2.64
Puntius lateristriga;14.09;2.64
Puntius lateristriga;13.74;2.65
Puntius lateristriga;13.94;2.63
Puntius lateristriga;14.83;2.63
Puntius lateristriga;11.36;2.66
Puntius lateristriga;13.61;2.62
Puntius lateristriga;13.26;2.66
Puntius lateristriga;11.48;2.67
Puntius lateristriga;13.82;2.65
Puntius lateristriga;13.34;2.60
Puntius lateristriga;14.39;2.61
Puntius lateristriga;14.24;2.71
Puntius lateristriga;10.65;2.61
Puntius lateristriga;14.06;2.61
Puntius lateristriga;11.90;2.61
Puntius lateristriga;14.17;2.70
Puntius lateristriga;11.05;2.51
Puntius lateristriga;13.18;2.58
Puntius lateristriga;13.64;2.72
Puntius lateristriga;13.97;2.61
Puntius lateristriga;14.41;2.65
Puntius lateristriga;12.77;2.56
Puntius lateristriga;10.91;2.64
Puntius lateristriga;13.56;2.58
Puntius lateristriga;12.05;2.53
